Column1;country;points;price;province;region_1;variety;winery
123609;Italy;90;400;Sicily & Sardinia;Sicilia;Chardonnay;Planeta
123622;Italy;90;580;Sicily & Sardinia;Isola dei Nuraghi;Chardonnay;Feudi della Medusa
123630;Italy;87;190;Northeastern Italy;Collio;Pinot Grigio;Venica & Venica
123650;Italy;87;170;Sicily & Sardinia;Sicilia;Nero d'Avola;Feudo Principi di Butera
123661;Italy;93;500;Piedmont;Barolo;Nebbiolo;Giacomo Grimaldi
123677;Italy;92;700;Piedmont;Barolo;Nebbiolo;Scarzello
123678;Italy;92;1100;Piedmont;Barbaresco;Nebbiolo;Vietti
123685;Italy;92;580;Piedmont;Barolo;Nebbiolo;Marcarini
123687;Italy;92;420;Piedmont;Dolcetto di Dogliani;Dolcetto;Poderi Luigi Einaudi
123701;Italy;90;990;Tuscany;Toscana;Red Blend;Cennatoio
123724;Italy;87;160;Northeastern Italy;Friuli Grave;Chardonnay;Plozner
123725;Italy;87;270;Northeastern Italy;Venezia Giulia;Friulano;Plozner
123733;Italy;86;180;Southern Italy;Irpinia;Aglianico;I Capitani
123736;Italy;86;170;Tuscany;Vernaccia di San Gimignano;Vernaccia;Castello Montaúto
123737;Italy;86;180;Southern Italy;Molise;Montepulciano;Borgo di Colloredo
123739;Italy;86;150;Central Italy;Terre di Chieti;Pinot Grigio;Manilow
123740;Italy;86;180;Northeastern Italy;Collio;Pinot Grigio;Marco Felluga
123742;Italy;86;180;Tuscany;Toscana;Red Blend;Tenuta di Ghizzano
123756;Italy;85;200;Northeastern Italy;Trentino;Moscato;Gaierhof
123757;Italy;85;230;Veneto;Veneto;Moscato;Gorgo
123786;Italy;88;240;Veneto;Prosecco di Valdobbiadene;Prosecco;Col Vetoraz Spumanti
123806;Italy;88;190;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Mionetto
123824;Italy;90;400;Central Italy;Rubicone;Sangiovese;Umberto Cesari
123825;Italy;90;450;Sicily & Sardinia;Cannonau di Sardegna;Cannonau;Tenute Soletta
123835;Italy;89;400;Sicily & Sardinia;Isola dei Nuraghi;Carignano;Argiolas
123841;Italy;90;380;Sicily & Sardinia;Sicilia;Chardonnay;Tenuta Rapitalà
123854;Italy;90;220;Piedmont;Langhe;Chardonnay;Giacomo Vico
123876;Italy;89;250;Piedmont;Barbera d'Alba;Barbera;Tenuta Arnulfo
123890;Italy;88;150;Veneto;Conegliano Valdobbiadene Prosecco Superiore;Glera;Gancia
123891;Italy;88;150;Piedmont;Barbera del Monferrato;Barbera;Gaudio
123900;Italy;87;170;Northeastern Italy;Colli Orientali del Friuli;Pinot Grigio;Teresa Raiz
123902;Italy;87;200;Northeastern Italy;Alto Adige;Pinot Grigio;St. Pauls
123910;Italy;87;270;Sicily & Sardinia;Cerasuolo di Vittoria;Red Blend;Paolo Calì
123937;Italy;88;190;Tuscany;Toscana;Sangiovese;Antonino Tringali-Casanuova
123951;Italy;88;160;Tuscany;Toscana;Merlot;Villa Pillo
123953;Italy;88;140;Tuscany;Toscana;Red Blend;Tenuta di Trecciano
123955;Italy;88;220;Tuscany;Toscana;Red Blend;Poggio Verrano
123959;Italy;88;400;Tuscany;Toscana;Red Blend;Duemani
123962;Italy;92;500;Piedmont;Barolo;Nebbiolo;Aurelio Settimo
123967;Italy;92;700;Piedmont;Barolo;Nebbiolo;Silvio Grasso
123972;Italy;92;990;Piedmont;Barolo;Nebbiolo;Poderi Luigi Einaudi
123976;Italy;92;550;Piedmont;Barolo;Nebbiolo;Mario Gagliasso
123977;Italy;92;980;Piedmont;Barolo;Nebbiolo;Cascina Adelaide
123980;Italy;92;470;Piedmont;Barbera d'Asti;Barbera;Vietti
123981;Italy;92;500;Piedmont;Barolo;Nebbiolo;Scarzello
123991;Italy;90;480;Central Italy;Albana di Romagna;Albana;Fattoria Zerbina
124018;Italy;90;350;Tuscany;Colli della Toscana Centrale;Red Blend;I Balzini
124024;Italy;86;150;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Verdicchio;Garofoli
124026;Italy;86;160;Tuscany;Chianti Superiore;Sangiovese;Castello di Monastero
124028;Italy;86;180;Sicily & Sardinia;Sicilia;Nero d'Avola;Abbazia Santa Anastasia
124030;Italy;86;110;Sicily & Sardinia;Sicilia;Red Blend;Casa Catelli
124031;Italy;86;180;Tuscany;Orcia;Sangiovese;Casali di Bibbiano
124038;Italy;86;180;Northeastern Italy;Friuli Grave;Pinot Grigio;Plozner
124044;Italy;86;190;Sicily & Sardinia;Cerasuolo di Vittoria;Red Blend;Valle dell'Acate
124046;Italy;86;180;Tuscany;Rosso di Montepulciano;Prugnolo Gentile;Tenuta Valdipiatta
124047;Italy;86;160;Southern Italy;Aglianico del Taburno;Aglianico;Ocone
124092;Italy;88;210;Veneto;Prosecco di Valdobbiadene;Prosecco;Adami
124093;Italy;88;260;Veneto;Prosecco Superiore di Cartizze;Prosecco;Andreola Orsola
124099;Italy;88;190;Veneto;Prosecco di Valdobbiadene;Prosecco;Bortolotti
124118;Italy;89;330;Sicily & Sardinia;Sicilia;Chardonnay;Maurigi
124132;Italy;89;290;Sicily & Sardinia;Sicilia;Chardonnay;Cusumano
124140;Italy;86;120;Sicily & Sardinia;Sicilia;Nero d'Avola;Tasca d'Almerita
124144;Italy;86;220;Sicily & Sardinia;Sicilia;Nero d'Avola;Paolo Calì
124159;Italy;86;110;Sicily & Sardinia;Sicilia;Nero d'Avola;Vasari
124163;Italy;86;220;Sicily & Sardinia;Vittoria Frappato;Frappato;Paolo Calì
124165;Italy;86;250;Northeastern Italy;Alto Adige;Pinot Grigio;Santa Margherita
124175;Italy;89;450;Central Italy;Conero;Montepulciano;Umani Ronchi
124178;Italy;89;400;Sicily & Sardinia;Vermentino di Sardegna;Vermentino;Mesa
124188;Italy;89;500;Sicily & Sardinia;Isola dei Nuraghi;Red Blend;Argiolas
124194;Italy;89;450;Central Italy;Sagrantino di Montefalco;Sagrantino;Madonna Alta
124202;Italy;88;300;Piedmont;Barbera d'Asti Superiore Nizza;Barbera;Villa Giada
124205;Italy;88;200;Piedmont;Dolcetto di Dogliani;Dolcetto;Marziano Abbona
124210;Italy;88;280;Piedmont;Barbera d'Alba;Barbera;Poderi Colla
124211;Italy;88;250;Piedmont;Barbera d'Alba;Barbera;Ponchione Maurizio
124225;Italy;88;290;Piedmont;Barbera d'Asti Superiore;Barbera;Cascina Roera
124228;Italy;88;200;Piedmont;Barbera del Monferrato Superiore;Barbera;Agricola Sulin
124252;Italy;88;200;Tuscany;Toscana;Red Blend;Tenuta San Guido
124256;Italy;88;500;Tuscany;Bolgheri Superiore;Red Blend;Antonino Tringali-Casanuova
124260;Italy;91;450;Piedmont;Barbera d'Alba;Barbera;Sandrone
124267;Italy;91;600;Piedmont;Barbaresco;Nebbiolo;Contratto
124273;Italy;91;500;Piedmont;Barolo;Nebbiolo;Marziano Abbona
124282;Italy;91;750;Piedmont;Barbaresco;Nebbiolo;Cigliuti
124289;Italy;91;450;Piedmont;Barolo;Nebbiolo;Vietti
124298;Italy;90;700;Central Italy;Umbria;Red Blend;Lungarotti
124299;Italy;90;350;Central Italy;Umbria;Red Blend;Lamborghini
124305;Italy;90;190;Central Italy;Lago di Corbara;Cabernet Sauvignon;Castello di Corbara
124313;Italy;90;400;Tuscany;Colli della Toscana Centrale;Red Blend;I Balzini
124318;Italy;90;600;Central Italy;Sagrantino di Montefalco;Sagrantino;Terre de Trinci
124321;Italy;86;250;Sicily & Sardinia;Sicilia;Red Blend;Abbazia Santa Anastasia
124326;Italy;86;160;Tuscany;Chianti Classico;Sangiovese;Castello d'Albola
124328;Italy;86;190;Central Italy;Colli Aprutini;Passerina;Farnese
124334;Italy;86;120;Southern Italy;Cirò;Gaglioppo;Librandi
124336;Italy;86;130;Northeastern Italy;Trentino;Marzemino;Mezzacorona
124338;Italy;86;260;Tuscany;Rosso di Montalcino;Sangiovese Grosso;Podere Paganico
124339;Italy;86;150;Tuscany;Rosso di Montepulciano;Prugnolo Gentile;Poggio alla Sala
124343;Italy;86;200;Tuscany;Orcia;Sangiovese;SassodiSole
124346;Italy;86;160;Northeastern Italy;Delle Venezie;Pinot Grigio;Tommasi
124347;Italy;86;140;Central Italy;Castelli Romani;Red Blend;Tenuta di Pietra Porzia
124349;Italy;86;190;Southern Italy;Irpinia;Falanghina;Terredora
124395;Italy;88;230;Veneto;Prosecco Superiore di Cartizze;Prosecco;Astoria
124406;Italy;88;240;Veneto;Prosecco Superiore di Cartizze;Prosecco;Bellussi
124443;Italy;86;110;Northeastern Italy;Delle Venezie;Pinot Grigio;Fontana d'Italia
124448;Italy;86;280;Sicily & Sardinia;Sicilia;Tannat;Mirabile
124460;Italy;86;180;Northeastern Italy;Collio;Pinot Grigio;Marco Felluga
124465;Italy;86;140;Northeastern Italy;Trentino;Pinot Grigio;Bollini
124472;Italy;88;330;Tuscany;Bolgheri;Red Blend;Campo al Mare
124474;Italy;88;250;Tuscany;Toscana;Red Blend;Bocelli
124479;Italy;88;310;Tuscany;Toscana;Red Blend;Leopoldo I di Toscana
124490;Italy;88;120;Tuscany;Toscana;Red Blend;Villa Pillo
124491;Italy;88;200;Tuscany;Toscana;Merlot;Villa Poggio Salvi
124496;Italy;88;320;Tuscany;Toscana;Red Blend;Podere Guado al Melo
124501;Italy;88;180;Piedmont;Barbera d'Alba;Barbera;Marcarini
124504;Italy;88;210;Piedmont;Barbera d'Alba;Barbera;Mauro Sebaste
124506;Italy;88;450;Piedmont;Dolcetto d'Alba;Dolcetto;Prunotto
124508;Italy;88;160;Piedmont;Dolcetto d'Alba;Dolcetto;Tre Donne
124516;Italy;88;250;Piedmont;Dolcetto d'Alba;Dolcetto;Aurelio Settimo
124520;Italy;88;170;Piedmont;Barbera d'Asti;Barbera;Cantina Vignasone
124522;Italy;88;200;Piedmont;Dolcetto di Dogliani;Dolcetto;Cascina Corte di Barosi Alessandro
124524;Italy;88;190;Piedmont;Barbera d'Asti;Barbera;Coppo
124527;Italy;88;180;Piedmont;Barbera d'Asti;Barbera;Elio Perrone
124532;Italy;89;260;Central Italy;Sangiovese di Romagna;Sangiovese;Trerè
124540;Italy;89;400;Sicily & Sardinia;Valli di Porto Pino;White Blend;Cantina Santadi
124563;Italy;91;360;Piedmont;Barolo;Nebbiolo;Duchessa Lia
124564;Italy;91;550;Piedmont;Gattinara;Nebbiolo;Dessilani
124574;Italy;91;610;Piedmont;Barolo;Nebbiolo;Pio Cesare
124591;Italy;90;550;Central Italy;Umbria;Red Blend;Lungarotti
124594;Italy;90;550;Tuscany;Colli della Toscana Centrale;Red Blend;I Balzini
124608;Italy;90;530;Tuscany;Toscana;Red Blend;Tenuta della Luia
124633;Italy;86;120;Tuscany;Toscana;Sangiovese;Carpineto
124636;Italy;86;130;Tuscany;Chianti Rufina;Sangiovese;I Veroni
124638;Italy;86;140;Northeastern Italy;Colli Orientali del Friuli;Friulano;Villa Rubini
124640;Italy;86;110;Northeastern Italy;Delle Venezie;Red Blend;Tommasi
124644;Italy;86;240;Southern Italy;Lacryma Christi del Vesuvio;Piedirosso;Terredora
124645;Italy;86;170;Tuscany;Chianti Colli Senesi;Sangiovese;Salcheto
124648;Italy;86;140;Southern Italy;Molise;Montepulciano;Borgo di Colloredo
124687;Italy;88;180;Veneto;Prosecco di Valdobbiadene;Prosecco;Col Vetoraz Spumanti
124688;Italy;88;180;Veneto;Prosecco Superiore di Cartizze;Prosecco;Valdo
124698;Italy;87;160;Veneto;Prosecco di Valdobbiadene;Prosecco;Andreola Orsola
124699;Italy;87;150;Veneto;Prosecco di Valdobbiadene;Prosecco;Bortolotti
124702;Italy;87;170;Veneto;Prosecco di Valdobbiadene;Prosecco;Le Colture
124703;Italy;87;170;Veneto;Prosecco di Valdobbiadene;Prosecco;Villa Sandi
124707;Italy;87;180;Veneto;Prosecco di Valdobbiadene;Prosecco;Ruggeri & C.
124729;Italy;88;170;Piedmont;Monferrato;White Blend;Quattro Leoni
124734;Italy;88;420;Lombardy;Terre di Franciacorta;White Blend;Ca' del Bosco
124740;Italy;86;200;Sicily & Sardinia;Vittoria Frappato;Frappato;Valle dell'Acate
124744;Italy;86;110;Northeastern Italy;Delle Venezie;Pinot Grigio;Lagaria
124768;Italy;85;100;Northeastern Italy;Delle Venezie;White Blend;Tommasi
124774;Italy;89;570;Central Italy;Lazio;Red Blend;Casale del Giglio
124783;Italy;89;300;Central Italy;Rubicone;Red Blend;Umberto Cesari
124784;Italy;89;640;Central Italy;Offida Rosso;Red Blend;Velenosi
124790;Italy;89;550;Central Italy;Torgiano;Red Blend;Lungarotti
124798;Italy;89;280;Sicily & Sardinia;Carignano del Sulcis;Carignano;Cantina Santadi
124819;Italy;88;140;Tuscany;Toscana;Red Blend;Villa Pillo
124820;Italy;88;180;Tuscany;Bolgheri;Red Blend;Tenuta Argentiera
124821;Italy;88;180;Tuscany;Toscana;Red Blend;Tenuta di Trecciano
124832;Italy;88;250;Piedmont;Piedmont;Pinot-Chardonnay;Gancia
124840;Italy;88;150;Piedmont;Barbera d'Alba;Barbera;Pelassa
124846;Italy;88;550;Piedmont;Barbera d'Asti Superiore;Barbera;Tenuta dei Fiori
124851;Italy;88;160;Piedmont;Barbera d'Asti Superiore Nizza;Barbera;Malgra
124858;Italy;88;250;Piedmont;Dolcetto d'Alba;Dolcetto;Ceretto
124861;Italy;90;550;Piedmont;Barolo;Nebbiolo;Renato Ratti
124862;Italy;90;210;Piedmont;Barbera d'Alba;Barbera;Pio Cesare
124881;Italy;90;300;Piedmont;Barolo;Nebbiolo;Veglio
124893;Italy;89;250;Northeastern Italy;Colli Orientali del Friuli;Tocai Friulano;Livio Felluga
124899;Italy;89;400;Central Italy;Sagrantino di Montefalco;Sagrantino;Cantine Novelli
124917;Italy;89;270;Central Italy;Emilia-Romagna;Chardonnay;Drei Donà Tenuta La Palazza
124925;Italy;86;130;Tuscany;Toscana;Red Blend;Carpineto
124928;Italy;86;160;Southern Italy;Puglia;Red Blend;Tenuta Coppadoro
124932;Italy;86;240;Northeastern Italy;Collio;Pinot Grigio;Russiz Superiore
124934;Italy;86;130;Tuscany;Monteregio di Massa Marittima;Sangiovese;Montebelli
124939;Italy;85;120;Northeastern Italy;Delle Venezie;Pinot Grigio;A-Mano
124944;Italy;85;170;Northeastern Italy;Trentino;Lagrein;Lechthaler
124988;Italy;87;190;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Astoria
124990;Italy;87;200;Veneto;Prosecco del Veneto;Prosecco;Colli del Soligo
124992;Italy;87;200;Veneto;Prosecco di Conegliano;Prosecco;Carpenè Malvolti
124993;Italy;87;310;Veneto;Prosecco Superiore di Cartizze;Prosecco;Bortolin
124994;Italy;87;160;Veneto;Prosecco di Valdobbiadene;Prosecco;Bortolotti
125006;Italy;87;200;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Astoria
125007;Italy;87;140;Veneto;Prosecco di Valdobbiadene;Prosecco;Bellussi
125023;Italy;85;130;Northeastern Italy;Delle Venezie;Pinot Grigio;Luna Nuda
125029;Italy;85;100;Northeastern Italy;Delle Venezie;Red Blend;Tommasi
125037;Italy;85;120;Northeastern Italy;Delle Venezie;Pinot Grigio;Bivio
125051;Italy;88;220;Piedmont;Langhe;Chardonnay;Tenute Cisa Asinari dei Marchesi di Gresy
125052;Italy;88;150;Tuscany;Toscana;White Blend;Teruzzi & Puthod
125057;Italy;88;170;Piedmont;Monferrato;White Blend;Pico Maccario
125066;Italy;88;200;Northeastern Italy;Vigneti delle Dolomiti;White Blend;Alois Lageder
125067;Italy;88;150;Central Italy;Orvieto Classico Superiore;White Blend;Barberani
125069;Italy;88;180;Sicily & Sardinia;Sicilia;Chardonnay;Baglio del Cristo di Campobello
125078;Italy;88;250;Tuscany;Carmignano;Red Blend;Capezzana
125081;Italy;88;140;Tuscany;Toscana;Cabernet Sauvignon;Tenuta di Trecciano
125102;Italy;89;400;Central Italy;Colli Aprutini;Red Blend;Masciarelli
125106;Italy;88;400;Central Italy;Montefalco Rosso;Red Blend;Antonelli
125115;Italy;88;600;Sicily & Sardinia;Isola dei Nuraghi;Carignano;Capichera
125128;Italy;88;130;Central Italy;Sangiovese di Romagna;Sangiovese;Trerè
125132;Italy;88;180;Piedmont;Barbera d'Alba;Barbera;Cascina del Monastero
125133;Italy;88;280;Piedmont;Barbera d'Alba;Barbera;Cascina del Monastero
125138;Italy;88;280;Piedmont;Barbera d'Asti Superiore;Barbera;Alfonso Boeri
125141;Italy;88;140;Piedmont;Barbera d'Alba Superiore;Barbera;Francone
125142;Italy;88;250;Piedmont;Dolcetto d'Alba;Dolcetto;Gianni Voerzio
125143;Italy;88;240;Piedmont;Barbera d'Asti Superiore;Barbera;Guasti Clemente
125161;Italy;90;380;Piedmont;Barbera d'Alba;Barbera;Pio Cesare
125163;Italy;90;660;Piedmont;Barbaresco;Nebbiolo;Tenute Cisa Asinari dei Marchesi di Gresy
125169;Italy;90;640;Piedmont;Barolo;Nebbiolo;Pio Cesare
125170;Italy;90;660;Piedmont;Barbaresco;Nebbiolo;Poderi Colla
125177;Italy;90;500;Piedmont;Barolo;Nebbiolo;Veglio
125178;Italy;90;850;Piedmont;Barbera d'Alba;Barbera;Vietti
125181;Italy;90;270;Piedmont;Dolcetto d'Alba;Dolcetto;Sandrone
125189;Italy;90;400;Piedmont;Barolo;Nebbiolo;Piazzo Armando
125195;Italy;89;1200;Tuscany;Toscana;Red Blend;Tenuta di Trinoro
125196;Italy;89;500;Central Italy;Torgiano Rosso Riserva;Red Blend;Lungarotti
125202;Italy;89;300;Central Italy;Umbria;Cabernet Sauvignon;Chiorri
125208;Italy;89;450;Tuscany;Toscana;Red Blend;I Balzini
125216;Italy;89;500;Tuscany;Toscana;Red Blend;Fattoria di Valiano
125225;Italy;85;170;Northeastern Italy;Colli Orientali del Friuli;Friulano;Volpe Pasini
125229;Italy;85;120;Northeastern Italy;Delle Venezie;Pinot Grigio;Esperto
125230;Italy;85;90;Central Italy;Trebbiano d'Abruzzo;Trebbiano;Farnese
125238;Italy;85;250;Northeastern Italy;Alto Adige;Pinot Grigio;Alois Lageder
125243;Italy;85;120;Southern Italy;Primitivo di Manduria;Primitivo;Leone de Castris
125246;Italy;85;140;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Verdicchio;Umani Ronchi
125298;Italy;87;190;Veneto;Prosecco di Valdobbiadene;Prosecco;Val d'Oca
125299;Italy;87;180;Veneto;Prosecco di Valdobbiadene;Prosecco;Valdo
125300;Italy;87;240;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Masottina
125307;Italy;87;180;Veneto;Prosecco di Valdobbiadene;Prosecco;Col Vetoraz Spumanti
125309;Italy;87;180;Veneto;Prosecco di Valdobbiadene;Prosecco;Adami
125310;Italy;85;150;Northeastern Italy;Garda;Corvina;Monte del Frá
125316;Italy;85;170;Northeastern Italy;Alto Adige;Pinot Grigio;Posto Bello
125319;Italy;85;150;Northeastern Italy;Delle Venezie;Pinot Grigio;Tommasi
125321;Italy;85;100;Sicily & Sardinia;Sicilia;Nero d'Avola;Natale Verga
125322;Italy;85;110;Sicily & Sardinia;Sicilia;Rosé;Tasca d'Almerita
125327;Italy;85;100;Northeastern Italy;Delle Venezie;Red Blend;Paladin
125353;Italy;88;210;Sicily & Sardinia;Sicilia;Chardonnay;Feudi del Pisciotto
125354;Italy;88;90;Sicily & Sardinia;Sicilia;Chardonnay;Feudo Arancio
125371;Italy;87;140;Tuscany;Toscana;White Blend;Tenuta di Burchino
125375;Italy;87;140;Tuscany;Toscana;Syrah;Tenuta di Trecciano
125376;Italy;87;150;Tuscany;Maremma;Vermentino;Rocca di Montemassi
125379;Italy;87;250;Tuscany;Maremma;Red Blend;Mocali
125397;Italy;87;290;Tuscany;Bolgheri;Red Blend;Antonino Tringali-Casanuova
125411;Italy;88;240;Central Italy;Sangiovese di Romagna Superiore;Sangiovese;Fattoria Zerbina
125412;Italy;88;300;Central Italy;Conero Riserva;Montepulciano;Fazi Battaglia
125423;Italy;88;300;Central Italy;Marche;Red Blend;Il Conte
125428;Italy;88;250;Central Italy;Colline Pescaresi;Red Blend;Talamonti
125439;Italy;88;180;Piedmont;Barbera d'Asti;Barbera;Tenute Cisa Asinari dei Marchesi di Gresy
125442;Italy;88;210;Piedmont;Barbera d'Alba Superiore;Barbera;Terre da Vino
125449;Italy;88;280;Piedmont;Barbera d'Alba;Barbera;Pecchenino
125451;Italy;88;180;Piedmont;Barbera d'Alba;Barbera;Virna Borgogno
125454;Italy;87;250;Piedmont;Dolcetto d'Alba;Dolcetto;Ceretto
125455;Italy;87;190;Piedmont;Dolcetto d'Alba;Dolcetto;E. Pira e Figli (Chiara Boschis)
125465;Italy;89;250;Piedmont;Barbera del Monferrato;Barbera;Cascina Zerbetta
125467;Italy;89;190;Piedmont;Barbera d'Asti;Barbera;Vietti
125472;Italy;89;300;Piedmont;Dolcetto di Dogliani;Dolcetto;Poderi Luigi Einaudi
125485;Italy;89;220;Piedmont;Piedmont;Chardonnay;Pio Cesare
125494;Italy;89;460;Tuscany;Chianti Classico;Sangiovese;Volpaia
125503;Italy;88;250;Northeastern Italy;Colli Orientali del Friuli;Sauvignon;Livio Felluga
125504;Italy;88;450;Central Italy;Sagrantino di Montefalco;Sagrantino;Lungarotti
125514;Italy;88;280;Tuscany;Toscana;Red Blend;Fattoria Fibbiano
125529;Italy;85;90;Central Italy;Terre di Chieti;Chardonnay;Farnese
125533;Italy;85;140;Tuscany;Toscana;Red Blend;Loacker
125538;Italy;85;380;Northeastern Italy;Colli Orientali del Friuli;Ribolla Gialla;Volpe Pasini
125539;Italy;85;170;Sicily & Sardinia;Sicilia;Frappato;Valle dell'Acate
125541;Italy;85;150;Northeastern Italy;Trentino;Pinot Grigio;Mezzacorona
125546;Italy;85;140;Central Italy;Forlì;Sauvignon Blanc;Castelluccio
125562;Italy;94;1980;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Masi
125576;Italy;94;1180;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Le Salette
125586;Italy;87;160;Veneto;Prosecco di Valdobbiadene;Prosecco;Villa Sandi
125591;Italy;87;220;Veneto;Prosecco di Conegliano;Prosecco;Zardetto
125595;Italy;87;160;Veneto;Prosecco di Valdobbiadene;Prosecco;Andreola Orsola
125596;Italy;87;150;Veneto;Prosecco di Valdobbiadene;Prosecco;Bortolomiol
125601;Italy;87;200;Veneto;Prosecco di Valdobbiadene;Prosecco;Le Colture
125603;Italy;87;170;Veneto;Prosecco di Conegliano;Prosecco;Canella
125617;Italy;85;130;Northeastern Italy;Delle Venezie;Pinot Grigio;Sartori
125625;Italy;85;180;Northeastern Italy;Friuli Aquileia;Pinot Grigio;Tenuta Cà Bolani
125640;Italy;87;180;Tuscany;Toscana;White Blend;Fattoria Fibbiano
125646;Italy;87;240;Northeastern Italy;Alto Adige;Silvaner;Abbazia di Novacella
125647;Italy;87;220;Tuscany;Toscana;Rosé;Il Poggione
125651;Italy;87;200;Tuscany;Toscana;Sauvignon Blanc;Jacopo Biondi-Santi
125654;Italy;87;110;Tuscany;Toscana;White Blend;Banfi
125655;Italy;87;120;Central Italy;Montepulciano d'Abruzzo Cerasuolo;Rosé;Talamonti
125664;Italy;87;160;Veneto;Bardolino;Rosé;Ronca
125676;Italy;87;240;Tuscany;Maremma;Alicante;Tommasi
125677;Italy;87;160;Tuscany;Toscana;Syrah;Villa Pillo
125679;Italy;87;150;Tuscany;Toscana;Vermentino;Terre del Marchesato
125694;Italy;87;150;Tuscany;Barco Reale di Carmignano;Red Blend;Capezzana
125710;Italy;88;200;Central Italy;Sangiovese di Romagna;Sangiovese;Balía di Zola
125713;Italy;88;600;Sicily & Sardinia;Isola dei Nuraghi;Carignano;Feudi della Medusa
125716;Italy;88;300;Central Italy;Montepulciano d'Abruzzo;Montepulciano;Il Feuduccio Di S. Maria D'Orni
125717;Italy;88;320;Central Italy;Torgiano;White Blend;Lungarotti
125718;Italy;88;160;Central Italy;Montefalco Rosso;Red Blend;Madonna Alta
125720;Italy;88;380;Central Italy;Rosso Piceno;Red Blend;Le Caniette
125730;Italy;87;160;Piedmont;Barbera del Monferrato;Barbera;Agricola Sulin
125738;Italy;87;240;Piedmont;Barbera del Monferrato;Barbera;Bricco dei Guazzi
125741;Italy;87;350;Piedmont;Barbera d'Alba;Barbera;Ca'Romè
125742;Italy;87;280;Piedmont;Barbera d'Asti Superiore;Barbera;Cascina Roera
125749;Italy;87;160;Piedmont;Barbera d'Asti;Barbera;Tenuta Olim Bauda
125751;Italy;87;120;Piedmont;Barbera d'Alba;Barbera;Oscar Bosio
125754;Italy;87;150;Piedmont;Barbera d'Asti Superiore;Barbera;Michele Chiarlo
125761;Italy;89;830;Piedmont;Barolo;Nebbiolo;Damilano
125762;Italy;89;130;Piedmont;Piedmont;Barbera;Fontanafredda
125767;Italy;89;330;Piedmont;Barbera d'Asti Superiore;Barbera;Massimiliano Vivalda
125773;Italy;89;750;Piedmont;Barolo;Nebbiolo;Camerano
125775;Italy;89;500;Piedmont;Barolo;Nebbiolo;Damilano
125787;Italy;89;310;Piedmont;Monferrato;Pinot Nero;Saracco
125806;Italy;88;200;Central Italy;Umbria;Red Blend;Lamborghini
125818;Italy;88;350;Central Italy;Marche;Passerina;Le Caniette
125824;Italy;85;100;Central Italy;Rosso Conero;Montepulciano;Umani Ronchi
125825;Italy;85;90;Sicily & Sardinia;Sicilia;Cabernet Sauvignon;Villa Pozzi
125826;Italy;85;100;Central Italy;Trebbiano d'Abruzzo;Trebbiano;Talamonti
125836;Italy;85;120;Southern Italy;Salice Salentino;Negroamaro;Leone de Castris
125839;Italy;85;140;Northeastern Italy;Teroldego Rotaliano;Teroldego;Campo Maseri
125840;Italy;85;260;Southern Italy;Campania;Casavecchia;Fattoria Alois
125841;Italy;85;100;Sicily & Sardinia;Sicilia;Nero d'Avola;Feudo Maccari
125844;Italy;85;90;Sicily & Sardinia;Sicilia;Merlot;Villa Pozzi
125864;Italy;93;1400;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Masi
125865;Italy;93;900;Veneto;Amarone della Valpolicella Classico;Corvina, Rondinella, Molinara;Tommasi
125883;Italy;87;280;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Vigne Matte
125884;Italy;87;190;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Villa Sandi
125886;Italy;87;190;Veneto;Prosecco di Valdobbiadene;Prosecco;Santa Margherita
125890;Italy;86;110;Veneto;Prosecco del Veneto;Prosecco;Colli del Soligo
125893;Italy;86;170;Veneto;Prosecco del Veneto;Prosecco;Bisol
125894;Italy;86;200;Veneto;Prosecco di Conegliano;Prosecco;Carpenè Malvolti
125895;Italy;86;120;Veneto;Prosecco del Veneto;Prosecco;Borgo San Leo
125896;Italy;86;240;Veneto;Prosecco di Valdobbiadene;Prosecco;Bortolin
125901;Italy;86;250;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Vigne Matte
125902;Italy;86;130;Veneto;Prosecco di Conegliano e Valdobbiadene;Prosecco;Toffoli
125917;Italy;87;130;Sicily & Sardinia;Sicilia;Chardonnay;Feudo Principi di Butera
125922;Italy;87;110;Tuscany;Toscana;Rosé;Banfi
125926;Italy;87;130;Central Italy;Lazio;White Blend;Casale del Giglio
125930;Italy;87;130;Northeastern Italy;Trentino;White Blend;La Vis
125954;Italy;84;430;Sicily & Sardinia;Sicilia;Red Blend;Mirabile
125994;Italy;87;240;Tuscany;Toscana;Red Blend;Leopoldo I di Toscana
125996;Italy;87;170;Tuscany;Maremma;Vermentino;Prelius
