Vintage;Country;County;Points;Price;Province
01/01/2014;France;Pouilly Fuissé;89;27;Burgundy
01/01/2014;France;Côtes du Marmandais;86;15;Southwest France
01/01/2014;Italy;Etna;93;25;Sicily & Sardinia
01/01/2014;France;Côtes du Rhône;90;20;Rhône Valley
01/01/2014;France;Alsace;90;27;Alsace
01/01/2014;Italy;Vermentino di Gallura;93;23;Sicily & Sardinia
01/01/2014;France;Alsace;90;32;Alsace
01/01/2014;France;Sancerre;91;65;Loire Valley
01/01/2014;France;Morgon;88;28;Beaujolais
01/01/2014;France;Corton;94;150;Burgundy
01/01/2014;France;Savigny lès Beaune;91;60;Burgundy
01/01/2014;France;Alsace;94;55;Alsace
01/01/2014;France;Côte Chalonnaise;86;22;Burgundy
01/01/2014;Italy;Gavi;85;15;Piedmont
01/01/2014;Italy;Barbaresco;90;48;Piedmont
01/01/2014;France;Chablis;93;35;Burgundy
01/01/2014;France;Alsace;92;45;Alsace
01/01/2014;France;Alsace;89;29;Alsace
01/01/2014;France;Beaujolais Villages;90;17;Beaujolais
01/01/2014;France;Alsace;88;15;Alsace
01/01/2014;France;Cahors;88;16;Southwest France
01/01/2014;Italy;Valtellina Superiore;88;35;Lombardy
01/01/2014;France;Côtes du Lot;88;27;Southwest France
01/01/2014;Italy;Alto Adige;89;25;Northeastern Italy
01/01/2014;France;Sauternes;92;25;Bordeaux
01/01/2014;Italy;Conegliano Valdobbiadene Prosecco Superiore;88;20;Veneto
01/01/2014;Italy;Sicilia;92;90;Sicily & Sardinia
01/01/2014;France;Brouilly;87;22;Beaujolais
01/01/2014;France;Bordeaux;87;15;Bordeaux
01/01/2014;France;Sancerre;88;30;Loire Valley
01/01/2014;France;Alsace;90;32;Alsace
01/01/2014;France;Pouilly Fuissé;87;26;Burgundy
01/01/2014;France;Bourgogne;85;25;Burgundy
01/01/2014;France;Blaye Côtes de Bordeaux;90;22;Bordeaux
01/01/2014;France;Morgon;91;22;Beaujolais
01/01/2014;France;Côtes du Rhône;90;15;Rhône Valley
01/01/2014;France;Alsace;87;17;Alsace
01/01/2014;Italy;Toscana;85;25;Tuscany
01/01/2014;France;Meursault;93;113;Burgundy
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;88;26;Veneto
01/01/2014;Italy;Alto Adige;88;25;Northeastern Italy
01/01/2014;Italy;Alto Adige;89;25;Northeastern Italy
01/01/2014;France;Bordeaux;88;13;Bordeaux
01/01/2014;Italy;Montepulciano d Abruzzo;86;18;Central Italy
01/01/2014;Italy;Terre Siciliane;87;30;Sicily & Sardinia
01/01/2014;Italy;Frascati Superiore;87;17;Central Italy
01/01/2014;France;Côtes de Gascogne;86;12;Southwest France
01/01/2014;France;Alsace;93;45;Alsace
01/01/2014;France;Alsace;86;13;Alsace
01/01/2014;France;Nuits St. Georges;91;70;Burgundy
01/01/2014;France;Sancerre;88;26;Loire Valley
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;89;25;Veneto
01/01/2014;France;Moulin à Vent;92;30;Beaujolais
01/01/2014;Italy;Vermentino di Sardegna;90;13;Sicily & Sardinia
01/01/2014;France;Touraine;88;20;Loire Valley
01/01/2014;France;Côtes de Provence;85;17;Provence
01/01/2014;France;Mercurey;92;50;Burgundy
01/01/2014;Italy;Barbaresco;90;70;Piedmont
01/01/2014;France;Pouilly Fumé;89;25;Loire Valley
01/01/2014;France;Bordeaux Supérieur;87;15;Bordeaux
01/01/2014;France;Mercurey;93;45;Burgundy
01/01/2014;Italy;Trentino;83;12;Northeastern Italy
01/01/2014;France;Alsace;93;36;Alsace
01/01/2014;France;Côtes de Provence;88;27;Provence
01/01/2014;France;Alsace;88;16;Alsace
01/01/2014;Italy;Morellino di Scansano;85;23;Tuscany
01/01/2014;France;Sancerre;90;16;Loire Valley
01/01/2014;France;Pouilly Vinzelles;89;22;Burgundy
01/01/2014;France;Côtes de Gascogne;86;11;Southwest France
01/01/2014;France;Vosne Romanée;93;115;Burgundy
01/01/2014;France;Sancerre;93;57;Loire Valley
01/01/2014;France;Alsace;90;14;Alsace
01/01/2014;France;Alsace;94;30;Alsace
01/01/2014;Italy;Alto Adige;89;22;Northeastern Italy
01/01/2014;Italy;Barbaresco;89;75;Piedmont
01/01/2014;Italy;Vermentino di Gallura;90;22;Sicily & Sardinia
01/01/2014;France;Beaujolais Leynes;85;24;Beaujolais
01/01/2014;France;Beaune;93;61;Burgundy
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;90;20;Veneto
01/01/2014;France;Sauternes;92;29;Bordeaux
01/01/2014;Italy;Toscana;87;16;Tuscany
01/01/2014;Italy;Venezia Giulia;88;69;Northeastern Italy
01/01/2014;France;Alsace;89;23;Alsace
01/01/2014;France;Nuits St. Georges;90;105;Burgundy
01/01/2014;France;Chiroubles;86;22;Beaujolais
01/01/2014;France;Alsace;92;34;Alsace
01/01/2014;France;Meursault;91;70;Burgundy
01/01/2014;France;Montrachet;96;630;Burgundy
01/01/2014;France;Pessac Léognan;92;156;Bordeaux
01/01/2014;France;Beaujolais Villages;89;15;Beaujolais
01/01/2014;France;Juliénas;88;22;Beaujolais
01/01/2014;France;Alsace;91;90;Alsace
01/01/2014;France;Reuilly;85;20;Loire Valley
01/01/2014;France;Alsace;88;20;Alsace
01/01/2014;France;Bergerac;85;10;Southwest France
01/01/2014;France;Sancerre;86;28;Loire Valley
01/01/2014;France;Muscadet Sèvre et Maine;90;15;Loire Valley
01/01/2014;France;Pouilly Fumé;92;40;Loire Valley
01/01/2014;France;Alsace;90;45;Alsace
01/01/2014;France;Margaux;93;40;Bordeaux
01/01/2014;Italy;Alto Adige;89;23;Northeastern Italy
01/01/2014;Italy;Alto Adige;87;20;Northeastern Italy
01/01/2014;France;Côtes de Bordeaux;88;22;Bordeaux
01/01/2014;France;Nuits St. Georges;94;100;Burgundy
01/01/2014;France;Muscadet Sèvre et Maine;91;10;Loire Valley
01/01/2014;France;Nuits St. Georges;93;100;Burgundy
01/01/2014;France;Alsace;94;44;Alsace
01/01/2014;France;Côtes de Provence;91;16;Provence
01/01/2014;Italy;Alto Adige;87;20;Northeastern Italy
01/01/2014;France;Alsace;90;30;Alsace
01/01/2014;France;Côtes du Lot;87;25;Southwest France
01/01/2014;France;Vin de France;89;25;France Other
01/01/2014;France;Coteaux d Ancenis;85;11;Loire Valley
01/01/2014;France;Sancerre;94;35;Loire Valley
01/01/2014;France;Nuits St. Georges;92;70;Burgundy
01/01/2014;France;Sancerre;93;90;Loire Valley
01/01/2014;France;Blaye Côtes de Bordeaux;90;40;Bordeaux
01/01/2014;Italy;Barbaresco;88;38;Piedmont
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;91;32;Veneto
01/01/2014;France;Quarts de Chaume;94;65;Loire Valley
01/01/2014;France;Cahors;90;21;Southwest France
01/01/2014;Italy;Langhe;91;30;Piedmont
01/01/2014;France;Cahors;87;17;Southwest France
01/01/2014;France;Alsace;90;30;Alsace
01/01/2014;France;Côtes de Provence;88;13;Provence
01/01/2014;France;Côtes du Lot;85;12;Southwest France
01/01/2014;Italy;Alto Adige;87;23;Northeastern Italy
01/01/2014;France;Côtes de Provence;91;20;Provence
01/01/2014;France;Alsace;91;47;Alsace
01/01/2014;France;Alsace;90;15;Alsace
01/01/2014;France;Chablis;93;65;Burgundy
01/01/2014;Italy;Alto Adige;89;25;Northeastern Italy
01/01/2014;France;Bourgogne;85;21;Burgundy
01/01/2014;Italy;Lugana;91;25;Lombardy
01/01/2014;France;Alsace;88;26;Alsace
01/01/2014;France;Gevrey Chambertin;94;206;Burgundy
01/01/2014;France;Morgon;90;22;Beaujolais
01/01/2014;France;Muscadet Sèvre et Maine;92;20;Loire Valley
01/01/2014;France;Vin de France;87;13;France Other
01/01/2014;France;Volnay;93;106;Burgundy
01/01/2014;France;Gevrey Chambertin;92;52;Burgundy
01/01/2014;France;Bordeaux;88;15;Bordeaux
01/01/2014;Italy;Alto Adige;88;22;Northeastern Italy
01/01/2014;France;Blaye Côtes de Bordeaux;91;30;Bordeaux
01/01/2014;France;Côtes de Provence;87;20;Provence
01/01/2014;France;Cadillac Côtes de Bordeaux;90;42;Bordeaux
01/01/2014;France;Cahors;90;23;Southwest France
01/01/2014;Italy;Cirò;85;18;Southern Italy
01/01/2014;France;Blaye Côtes de Bordeaux;90;45;Bordeaux
01/01/2014;France;Sancerre;91;35;Loire Valley
01/01/2014;Italy;Bolgheri;88;25;Tuscany
01/01/2014;France;Sancerre;88;27;Loire Valley
01/01/2014;France;Muscadet Sèvre et Maine;91;20;Loire Valley
01/01/2014;France;Côtes de Gascogne;87;10;Southwest France
01/01/2014;France;Fleurie;92;28;Beaujolais
01/01/2014;France;Coteaux d Aix en Provence;87;14;Provence
01/01/2014;France;Mâcon Verze;88;36;Burgundy
01/01/2014;France;Bourgogne;86;60;Burgundy
01/01/2014;Italy;Alto Adige;88;24;Northeastern Italy
01/01/2014;France;Volnay;94;145;Burgundy
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;88;18;Central Italy
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico;93;57;Central Italy
01/01/2014;France;Pouilly Fumé;91;27;Loire Valley
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;87;15;Central Italy
01/01/2014;France;Côtes de Provence;84;15;Provence
01/01/2014;France;Beaujolais Villages;88;15;Beaujolais
01/01/2014;France;Castillon Côtes de Bordeaux;89;45;Bordeaux
01/01/2014;France;Sancerre;88;30;Loire Valley
01/01/2014;France;Cahors;87;13;Southwest France
01/01/2014;France;Corton;95;143;Burgundy
01/01/2014;Italy;Alto Adige;90;45;Northeastern Italy
01/01/2014;France;Sancerre;87;42;Loire Valley
01/01/2014;France;Cahors;94;49;Southwest France
01/01/2014;France;;89;17;Languedoc Roussillon
01/01/2014;France;Sable de Camargue;87;16;Languedoc Roussillon
01/01/2014;France;Alsace;90;22;Alsace
01/01/2014;France;Alsace;90;38;Alsace
01/01/2014;France;Bordeaux Blanc;86;13;Bordeaux
01/01/2014;Italy;Colline Novaresi;85;20;Piedmont
01/01/2014;France;Crémant de Bordeaux;87;19;Bordeaux
01/01/2014;Italy;Alto Adige;93;40;Northeastern Italy
01/01/2014;Italy;Isola dei Nuraghi;89;16;Sicily & Sardinia
01/01/2014;France;Nuits St. Georges;91;80;Burgundy
01/01/2014;France;Côtes de Gascogne;87;11;Southwest France
01/01/2014;Italy;Toscana;86;16;Tuscany
01/01/2014;France;Montagne Saint Émilion;91;25;Bordeaux
01/01/2014;France;Mercurey;90;50;Burgundy
01/01/2014;Italy;Alto Adige;89;22;Northeastern Italy
01/01/2014;France;Nuits St. Georges;93;100;Burgundy
01/01/2014;Italy;Alto Adige;88;18;Northeastern Italy
01/01/2014;France;Alsace;87;13;Alsace
01/01/2014;France;Pommard;92;130;Burgundy
01/01/2014;France;Chassagne Montrachet;93;100;Burgundy
01/01/2014;France;Alsace;89;19;Alsace
01/01/2014;France;Coteaux du Giennois;88;25;Loire Valley
01/01/2014;France;Sancerre;94;65;Loire Valley
01/01/2014;France;Alsace;91;39;Alsace
01/01/2014;France;Côtes de Provence;92;30;Provence
01/01/2014;France;Fronton;88;25;Southwest France
01/01/2014;Italy;Soave Classico;86;13;Veneto
01/01/2014;France;Fixin;87;35;Burgundy
01/01/2014;France;Alsace;89;21;Alsace
01/01/2014;France;Fleurie;90;25;Beaujolais
01/01/2014;France;Alsace;96;29;Alsace
01/01/2014;France;Jurançon Sec;91;25;Southwest France
01/01/2014;France;Muscadet Sèvre et Maine;89;26;Loire Valley
01/01/2014;France;Sancerre;85;30;Loire Valley
01/01/2014;Italy;Vermentino di Sardegna;85;10;Sicily & Sardinia
01/01/2014;France;Chablis;93;39;Burgundy
01/01/2014;Italy;Barbaresco;90;45;Piedmont
01/01/2014;France;Alsace;93;57;Alsace
01/01/2014;France;Côtes de Provence;90;18;Provence
01/01/2014;France;Sancerre;85;20;Loire Valley
01/01/2014;Italy;Etna;88;25;Sicily & Sardinia
01/01/2014;France;Alsace;89;36;Alsace
01/01/2014;France;Côtes de Provence;87;22;Provence
01/01/2014;France;Saint Émilion;90;35;Bordeaux
01/01/2014;France;Bergerac Rosé;85;12;Southwest France
01/01/2014;Italy;Barbaresco;87;40;Piedmont
01/01/2014;France;Alsace;94;28;Alsace
01/01/2014;France;Lalande de Pomerol;87;37;Bordeaux
01/01/2014;France;Morgon;92;25;Beaujolais
01/01/2014;France;Bordeaux;89;20;Bordeaux
01/01/2014;Italy;Montecucco;86;21;Tuscany
01/01/2014;France;Pouilly Fumé;89;25;Loire Valley
01/01/2014;France;Beaujolais Villages;84;17;Beaujolais
01/01/2014;France;Côtes de Provence;87;17;Provence
01/01/2014;France;Sancerre;88;26;Loire Valley
01/01/2014;France;Alsace;89;17;Alsace
01/01/2014;France;Juliénas;90;22;Beaujolais
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;91;32;Veneto
01/01/2014;France;Alsace;94;42;Alsace
01/01/2014;France;Alsace;88;19;Alsace
01/01/2014;Italy;Alto Adige;85;17;Northeastern Italy
01/01/2014;France;Alsace;91;33;Alsace
01/01/2014;Italy;Barbaresco;89;130;Piedmont
01/01/2014;France;Madiran;85;18;Southwest France
01/01/2014;Italy;Collio;90;24;Northeastern Italy
01/01/2014;France;Pomerol;93;55;Bordeaux
01/01/2014;Italy;Collio;88;23;Northeastern Italy
01/01/2014;Italy;Alto Adige;87;16;Northeastern Italy
01/01/2014;France;Beaune;94;52;Burgundy
01/01/2014;Italy;Rosso di Montalcino;85;20;Tuscany
01/01/2014;France;Bordeaux Supérieur;87;18;Bordeaux
01/01/2014;Italy;Barbera d Asti;88;25;Piedmont
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;88;20;Veneto
01/01/2014;France;Alsace;89;15;Alsace
01/01/2014;France;Côtes de Provence;86;16;Provence
01/01/2014;France;Morgon;90;17;Beaujolais
01/01/2014;France;Vin de France;91;40;France Other
01/01/2014;France;Alpilles;88;25;Provence
01/01/2014;France;Bordeaux;85;10;Bordeaux
01/01/2014;France;Coteaux du Giennois;87;28;Loire Valley
01/01/2014;France;Côtes du Rhône;90;15;Rhône Valley
01/01/2014;France;Pouilly Fumé;89;27;Loire Valley
01/01/2014;France;Chablis;93;46;Burgundy
01/01/2014;Italy;Chianti Classico;86;15;Tuscany
01/01/2014;France;Saint Émilion;88;27;Bordeaux
01/01/2014;France;Touraine;85;15;Loire Valley
01/01/2014;France;Bordeaux;84;18;Bordeaux
01/01/2014;France;Arbois;91;39;France Other
01/01/2014;France;Côtes de Bordeaux;90;40;Bordeaux
01/01/2014;France;Côtes de Provence;88;15;Provence
01/01/2014;Italy;Vigneti delle Dolomiti;86;20;Northeastern Italy
01/01/2014;Italy;Toscana;90;32;Tuscany
01/01/2014;France;Muscadet Sèvre et Maine;88;12;Loire Valley
01/01/2014;Italy;Alto Adige Terlano;87;30;Northeastern Italy
01/01/2014;Italy;Etna;92;29;Sicily & Sardinia
01/01/2014;France;Sancerre;88;30;Loire Valley
01/01/2014;Italy;Etna;95;30;Sicily & Sardinia
01/01/2014;France;Bordeaux Supérieur;90;20;Bordeaux
01/01/2014;France;Alsace;88;19;Alsace
01/01/2014;France;Hautes Côtes de Nuits;88;37;Burgundy
01/01/2014;France;Gevrey Chambertin;94;115;Burgundy
01/01/2014;France;Côtes de Gascogne;86;12;Southwest France
01/01/2014;France;Côtes de Gascogne;88;16;Southwest France
01/01/2014;France;Côtes de Provence;92;45;Provence
01/01/2014;France;Alsace;86;18;Alsace
01/01/2014;France;Vouvray;88;17;Loire Valley
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;88;25;Veneto
01/01/2014;France;Alsace;94;48;Alsace
01/01/2014;France;Moulin à Vent;87;25;Beaujolais
01/01/2014;France;Côtes du Rhône;87;15;Rhône Valley
01/01/2014;France;Chablis;89;24;Burgundy
01/01/2014;France;Côtes de Bordeaux;90;15;Bordeaux
01/01/2014;Italy;Rosso di Montepulciano;87;17;Tuscany
01/01/2014;France;Chinon;85;20;Loire Valley
01/01/2014;France;Pouilly Fumé;88;28;Loire Valley
01/01/2014;France;Sancerre;86;15;Loire Valley
01/01/2014;France;Bordeaux;87;17;Bordeaux
01/01/2014;France;Alsace;88;25;Alsace
01/01/2014;France;;92;90;France Other
01/01/2014;France;Alsace;86;24;Alsace
01/01/2014;France;Bordeaux Rosé;83;15;Bordeaux
01/01/2014;France;Reuilly;85;20;Loire Valley
01/01/2014;France;Moulin à Vent;87;25;Beaujolais
01/01/2014;Italy;Rosso di Montalcino;86;26;Tuscany
01/01/2014;France;Côtes de Provence;87;15;Provence
01/01/2014;France;Côtes de Provence;88;10;Provence
01/01/2014;France;Alsace;89;14;Alsace
01/01/2014;Italy;Colline Novaresi;84;17;Piedmont
01/01/2014;Italy;Barbera d Asti Superiore;86;13;Piedmont
01/01/2014;France;Alsace;89;32;Alsace
01/01/2015;France;Collines Rhôdaniennes;88;12;Rhône Valley
01/01/2015;France;Fronton;87;15;Southwest France
01/01/2015;France;Moulin à Vent;84;22;Beaujolais
01/01/2015;France;Alsace;92;27;Alsace
01/01/2015;France;Alsace;89;20;Alsace
01/01/2015;France;Bordeaux;88;12;Bordeaux
01/01/2015;France;Côtes de Bergerac;85;12;Southwest France
01/01/2015;France;Menetou Salon;88;25;Loire Valley
01/01/2015;France;Sancerre;92;80;Loire Valley
01/01/2015;France;Gaillac;87;19;Southwest France
01/01/2015;France;Mercurey;94;90;Burgundy
01/01/2015;Italy;Falanghina del Sannio;92;22;Southern Italy
01/01/2015;France;Côtes de Gascogne;85;10;Southwest France
01/01/2015;France;Vouvray;83;14;Loire Valley
01/01/2015;France;Côtes de Provence;92;65;Provence
01/01/2015;France;Crémant d Alsace;89;25;Alsace
01/01/2015;Italy;Vermentino di Sardegna;89;15;Sicily & Sardinia
01/01/2015;Italy;Alto Adige;89;42;Northeastern Italy
01/01/2015;France;Quincy;90;25;Loire Valley
01/01/2015;France;Beaune;93;50;Burgundy
01/01/2015;Italy;Maremma;88;13;Tuscany
01/01/2015;France;Bordeaux Rosé;88;16;Bordeaux
01/01/2015;Italy;Isonzo del Friuli;91;32;Northeastern Italy
01/01/2015;France;Côtes de Provence;88;24;Provence
01/01/2015;France;Chinon;86;19;Loire Valley
01/01/2015;France;Alsace;90;19;Alsace
01/01/2015;France;Côtes de Provence;87;18;Provence
01/01/2015;France;Côtes de Provence;87;18;Provence
01/01/2015;France;Sancerre;88;25;Loire Valley
01/01/2015;France;Côtes de Provence;87;17;Provence
01/01/2015;France;Bordeaux Rosé;88;16;Bordeaux
01/01/2015;France;Limoux;85;18;Languedoc Roussillon
01/01/2015;Italy;Veronese;85;10;Veneto
01/01/2015;France;Alsace;90;15;Alsace
01/01/2015;Italy;Romagna;89;15;Central Italy
01/01/2015;France;Bordeaux Supérieur;87;18;Bordeaux
01/01/2015;Italy;Barbera d Asti Superiore;86;13;Piedmont
01/01/2015;France;Sancerre;91;55;Loire Valley
01/01/2015;France;Bordeaux Supérieur;84;20;Bordeaux
01/01/2015;France;Vin de France;83;10;France Other
01/01/2015;France;Bordeaux;88;42;Bordeaux
01/01/2015;France;Meursault;93;99;Burgundy
01/01/2015;France;Alsace;89;14;Alsace
01/01/2015;Italy;Sicilia;87;13;Sicily & Sardinia
01/01/2015;France;Saint Amour;92;25;Beaujolais
01/01/2015;France;Coteaux d Aix en Provence;90;15;Provence
01/01/2015;Italy;Menfi;87;10;Sicily & Sardinia
01/01/2015;France;Morgon;94;25;Beaujolais
01/01/2015;France;Côtes du Rhône Villages;89;15;Rhône Valley
01/01/2015;France;Santenay;88;32;Burgundy
01/01/2015;France;Alsace;94;47;Alsace
01/01/2015;France;Sancerre;88;25;Loire Valley
01/01/2015;France;Blaye Côtes de Bordeaux;90;15;Bordeaux
01/01/2015;France;Pouilly Fumé;92;22;Loire Valley
01/01/2015;France;Bandol;90;21;Provence
01/01/2015;Italy;Alto Adige;92;26;Northeastern Italy
01/01/2015;Italy;Romagna;89;15;Central Italy
01/01/2015;France;Beaune;94;93;Burgundy
01/01/2015;Italy;Romagna;87;25;Central Italy
01/01/2015;Italy;Etna;88;28;Sicily & Sardinia
01/01/2015;Italy;Soave;88;12;Veneto
01/01/2015;France;Alsace;94;32;Alsace
01/01/2015;France;Côtes de Provence;93;40;Provence
01/01/2015;France;Côtes de Provence;87;23;Provence
01/01/2015;France;Cadillac Côtes de Bordeaux;88;35;Bordeaux
01/01/2015;France;Alsace;95;26;Alsace
01/01/2015;France;Bandol;90;20;Provence
01/01/2015;Italy;Collio;85;24;Northeastern Italy
01/01/2015;France;Beaujolais Villages;88;13;Beaujolais
01/01/2015;France;Saint Amour;88;22;Beaujolais
01/01/2015;France;Alsace;92;46;Alsace
01/01/2015;France;Côtes de Provence;86;20;Provence
01/01/2015;France;Côtes de Provence;85;13;Provence
01/01/2015;France;Côtes de Gascogne;86;10;Southwest France
01/01/2015;France;;86;20;Loire Valley
01/01/2015;Italy;Sicilia;92;32;Sicily & Sardinia
01/01/2015;France;Côtes de Gascogne;87;11;Southwest France
01/01/2015;France;Sancerre;86;26;Loire Valley
01/01/2015;France;Pouilly Fuissé;92;30;Burgundy
01/01/2015;France;Pouilly Fuissé;88;42;Burgundy
01/01/2015;Italy;Etna;87;23;Sicily & Sardinia
01/01/2015;France;Jurançon Sec;87;18;Southwest France
01/01/2015;France;Sancerre;92;40;Loire Valley
01/01/2015;France;Chiroubles;92;22;Beaujolais
01/01/2015;Italy;Barbera d Asti Superiore;87;18;Piedmont
01/01/2015;France;Alsace;91;24;Alsace
01/01/2015;Italy;Toscana;88;23;Tuscany
01/01/2015;France;Vin de France;87;11;France Other
01/01/2015;France;Alsace;92;30;Alsace
01/01/2015;France;Côtes de Provence;87;18;Provence
01/01/2015;Italy;Valdobbiadene Prosecco Superiore;93;49;Veneto
01/01/2015;Italy;Toscana;88;15;Tuscany
01/01/2015;France;Chinon;86;20;Loire Valley
01/01/2015;France;Côtes de Provence;91;45;Provence
01/01/2015;Italy;Fiano di Avellino;89;27;Southern Italy
01/01/2015;France;Vin de Savoie;86;15;France Other
01/01/2015;France;Sancerre;87;22;Loire Valley
01/01/2015;Italy;Soave;86;15;Veneto
01/01/2015;Italy;Fiano di Avellino;85;30;Southern Italy
01/01/2015;France;Chablis;93;34;Burgundy
01/01/2015;France;Muscadet Sèvre et Maine;90;14;Loire Valley
01/01/2015;Italy;Barbera d Asti Superiore;86;16;Piedmont
01/01/2015;France;Chablis;92;30;Burgundy
01/01/2015;France;Côtes de Provence;83;18;Provence
01/01/2015;France;Saint Julien;92;60;Bordeaux
01/01/2015;France;Alsace;93;49;Alsace
01/01/2015;France;Chiroubles;89;19;Beaujolais
01/01/2015;France;Cadillac Côtes de Bordeaux;88;18;Bordeaux
01/01/2015;Italy;Vernaccia di San Gimignano;87;12;Tuscany
01/01/2015;France;Sancerre;93;35;Loire Valley
01/01/2015;Italy;Chianti;87;14;Tuscany
01/01/2015;France;Beaujolais Blanc;87;23;Beaujolais
01/01/2015;Italy;Moscato d Asti;88;14;Piedmont
01/01/2015;France;Gaillac;88;16;Southwest France
01/01/2015;France;Juliénas;92;22;Beaujolais
01/01/2015;Italy;Valdobbiadene Prosecco Superiore;89;26;Veneto
01/01/2015;France;Castillon Côtes de Bordeaux;88;16;Bordeaux
01/01/2015;France;Pomerol;92;35;Bordeaux
01/01/2015;France;Alsace;93;41;Alsace
01/01/2015;France;Vin de France;85;13;France Other
01/01/2015;France;Alsace;89;15;Alsace
01/01/2015;Italy;Romagna;87;13;Central Italy
01/01/2015;France;Corton;95;165;Burgundy
01/01/2015;Italy;Romagna;89;15;Central Italy
01/01/2015;Italy;Sicilia;89;15;Sicily & Sardinia
01/01/2015;France;Pouilly Fumé;90;30;Loire Valley
01/01/2015;France;Sancerre;89;46;Loire Valley
01/01/2015;Italy;Alto Adige;95;25;Northeastern Italy
01/01/2015;Italy;Greco di Tufo;89;27;Southern Italy
01/01/2015;France;Sancerre;87;26;Loire Valley
01/01/2015;France;Sancerre;90;30;Loire Valley
01/01/2015;France;Beaujolais Villages;86;16;Beaujolais
01/01/2015;Italy;Sicilia;90;20;Sicily & Sardinia
01/01/2015;France;Languedoc;87;15;Languedoc Roussillon
01/01/2015;Italy;Toscana;90;22;Tuscany
01/01/2015;Italy;Toscana;88;15;Tuscany
01/01/2015;France;Châteauneuf du Pape;85;63;Rhône Valley
01/01/2015;France;Alsace;89;17;Alsace
01/01/2015;France;Vouvray;93;40;Loire Valley
01/01/2015;France;Vin de France;86;13;France Other
01/01/2015;France;Montravel;89;20;Southwest France
01/01/2015;France;Coteaux d Aix en Provence;89;14;Provence
01/01/2015;France;Pouilly Fumé;91;50;Loire Valley
01/01/2015;Italy;Soave;84;20;Veneto
01/01/2015;France;Blaye Côtes de Bordeaux;87;10;Bordeaux
01/01/2015;France;Muscadet Sèvre et Maine;87;12;Loire Valley
01/01/2015;France;Bordeaux Blanc;89;35;Bordeaux
01/01/2015;France;Saint Amour;89;22;Beaujolais
01/01/2015;Italy;Sicilia;88;20;Sicily & Sardinia
01/01/2015;France;Alsace;91;27;Alsace
01/01/2015;France;Côtes de Provence;91;40;Provence
01/01/2015;France;Muscadet Sèvre et Maine;87;12;Loire Valley
01/01/2015;France;Santenay;90;45;Burgundy
01/01/2015;France;Vin de Savoie;87;16;France Other
01/01/2015;France;Côtes de Bordeaux;88;28;Bordeaux
01/01/2015;France;Côtes de Provence;88;16;Provence
01/01/2015;France;Côtes de Provence;91;52;Provence
01/01/2015;France;Fleurie;89;26;Beaujolais
01/01/2015;Italy;Verdicchio dei Castelli di Jesi Classico;87;20;Central Italy
01/01/2015;Italy;Soave;87;20;Veneto
01/01/2015;Italy;Greco di Tufo;89;25;Southern Italy
01/01/2015;Italy;Soave Classico;88;15;Veneto
01/01/2015;France;Côtes de Provence;93;65;Provence
01/01/2015;France;Côtes de Provence;89;22;Provence
01/01/2015;Italy;Romagna;89;20;Central Italy
01/01/2015;Italy;Morellino di Scansano;87;15;Tuscany
01/01/2015;France;Alsace;85;20;Alsace
01/01/2015;France;Sancerre;93;40;Loire Valley
01/01/2015;France;Volnay;91;130;Burgundy
01/01/2015;France;Vin de France;85;10;France Other
01/01/2015;France;Pouilly Fuissé;92;28;Burgundy
01/01/2015;France;Bordeaux Blanc;82;15;Bordeaux
01/01/2015;France;Sancerre;90;25;Loire Valley
01/01/2015;Italy;Barbera d Asti Superiore;90;33;Piedmont
01/01/2015;Italy;Vermentino di Gallura;91;25;Sicily & Sardinia
01/01/2015;France;Morgon;89;22;Beaujolais
01/01/2015;France;Mâcon Loché;87;26;Burgundy
01/01/2015;Italy;Roero;86;15;Piedmont
01/01/2015;France;Alsace;88;26;Alsace
01/01/2015;France;Sancerre;91;40;Loire Valley
01/01/2015;Italy;Alto Adige;91;25;Northeastern Italy
01/01/2015;France;Pays d Oc;89;15;Languedoc Roussillon
01/01/2015;Italy;Moscato d Asti;88;19;Piedmont
01/01/2015;Italy;Toscana;87;18;Tuscany
01/01/2015;France;Lalande de Pomerol;90;22;Bordeaux
01/01/2015;France;Aloxe Corton;90;75;Burgundy
01/01/2015;France;Beaune;93;50;Burgundy
01/01/2015;France;Cahors;93;44;Southwest France
01/01/2015;France;Côtes de Provence;93;30;Provence
01/01/2015;Italy;Sicilia;88;18;Sicily & Sardinia
01/01/2015;France;Bordeaux Rosé;86;20;Bordeaux
01/01/2015;France;Alsace;90;20;Alsace
01/01/2015;France;Costières de Nîmes;85;12;Rhône Valley
01/01/2015;France;Arbois;90;25;France Other
01/01/2015;Italy;Greco di Tufo;87;30;Southern Italy
01/01/2015;Italy;Barbera d Asti;88;14;Piedmont
